"CELL30M","X","Y","RASTERVALU","GT90PCT","ISO3"
"37491","-154.25","63.75","812","1","USA"
"38211","-154.25","63.25","812","1","USA"
"39284","22.25","62.75","1072","1","FIN"
"39285","22.75","62.75","1072","1","FIN"
"39286","23.25","62.75","848","1","FIN"
"39987","13.75","62.25","1254","1","SWE"
"39988","14.25","62.25","1989","1","SWE"
"39989","14.75","62.25","1607","1","SWE"
"39990","15.25","62.25","1607","1","SWE"
"39991","15.75","62.25","860","1","SWE"
"39994","17.25","62.25","963","1","SWE"
"40033","36.75","62.25","841","1","RUS"
"40034","37.25","62.25","962","1","RUS"
"40035","37.75","62.25","962","1","RUS"
"40044","42.25","62.25","832","1","RUS"
"40707","13.75","61.75","1417","1","SWE"
"40708","14.25","61.75","1216","1","SWE"
"40709","14.75","61.75","816","1","SWE"
"40710","15.25","61.75","816","1","SWE"
"40758","39.25","61.75","912","1","RUS"
"40765","42.75","61.75","1069","1","RUS"
"40767","43.75","61.75","1136","1","RUS"
"40768","44.25","61.75","961","1","RUS"
"40769","44.75","61.75","854","1","RUS"
"40770","45.25","61.75","854","1","RUS"
"40771","45.75","61.75","1046","1","RUS"
"40772","46.25","61.75","850","1","RUS"
"41100","-149.75","61.25","799","1","USA"
"41410","5.25","61.25","856","1","NOR"
"41426","13.25","61.25","862","1","SWE"
"41429","14.75","61.25","937","1","SWE"
"41430","15.25","61.25","937","1","SWE"
"41446","23.25","61.25","972","1","FIN"
"41448","24.25","61.25","723","1","FIN"
"41474","37.25","61.25","800","1","RUS"
"41475","37.75","61.25","800","1","RUS"
"41493","46.75","61.25","1246","1","RUS"
"41495","47.75","61.25","723","1","RUS"
"41817","-151.25","60.75","934","1","USA"
"41818","-150.75","60.75","1678","1","USA"
"42141","10.75","60.75","842","1","NOR"
"42142","11.25","60.75","715","1","NOR"
"42164","22.25","60.75","955","1","FIN"
"42165","22.75","60.75","955","1","FIN"
"42166","23.25","60.75","1942","1","FIN"
"42167","23.75","60.75","1000","1","FIN"
"42170","25.25","60.75","753","1","FIN"
"42171","25.75","60.75","769","1","FIN"
"42172","26.25","60.75","958","1","FIN"
"42186","33.25","60.75","1380","1","RUS"
"42193","36.75","60.75","1015","1","RUS"
"42198","39.25","60.75","766","1","RUS"
"42537","-151.25","60.25","754","1","USA"
"42862","11.25","60.25","923","1","NOR"
"42875","17.75","60.25","770","1","SWE"
"42886","23.25","60.25","757","1","FIN"
"42901","30.75","60.25","1454","1","RUS"
"42905","32.75","60.25","1057","1","RUS"
"42906","33.25","60.25","1203","1","RUS"
"42909","34.75","60.25","1070","1","RUS"
"42910","35.25","60.25","1734","1","RUS"
"42911","35.75","60.25","963","1","RUS"
"42912","36.25","60.25","1046","1","RUS"
"42918","39.25","60.25","1655","1","RUS"
"42946","53.25","60.25","735","1","RUS"
"42966","63.25","60.25","1708","1","RUS"
"42967","63.75","60.25","1460","1","RUS"
"42968","64.25","60.25","1050","1","RUS"
"43579","9.75","59.75","1037","1","NOR"
"43580","10.25","59.75","778","1","NOR"
"43581","10.75","59.75","1243","1","NOR"
"43582","11.25","59.75","1165","1","NOR"
"43592","16.25","59.75","782","1","SWE"
"43593","16.75","59.75","1391","1","SWE"
"43594","17.25","59.75","1686","1","SWE"
"43595","17.75","59.75","1649","1","SWE"
"43596","18.25","59.75","787","1","SWE"
"43617","28.75","59.75","851","1","RUS"
"43618","29.25","59.75","1571","1","RUS"
"43619","29.75","59.75","1892","1","RUS"
"43620","30.25","59.75","1892","1","RUS"
"43621","30.75","59.75","1998","1","RUS"
"43622","31.25","59.75","755","1","RUS"
"43623","31.75","59.75","998","1","RUS"
"43624","32.25","59.75","1154","1","RUS"
"43625","32.75","59.75","1424","1","RUS"
"43626","33.25","59.75","1470","1","RUS"
"43629","34.75","59.75","1477","1","RUS"
"43630","35.25","59.75","1997","1","RUS"
"43631","35.75","59.75","949","1","RUS"
"43632","36.25","59.75","1284","1","RUS"
"43633","36.75","59.75","855","1","RUS"
"43636","38.25","59.75","1371","1","RUS"
"43637","38.75","59.75","1468","1","RUS"
"43638","39.25","59.75","1624","1","RUS"
"43639","39.75","59.75","1476","1","RUS"
"43640","40.25","59.75","1195","1","RUS"
"43642","41.25","59.75","711","1","RUS"
"43644","42.25","59.75","778","1","RUS"
"43651","45.75","59.75","740","1","RUS"
"43664","52.25","59.75","712","1","RUS"
"43665","52.75","59.75","712","1","RUS"
"43677","58.75","59.75","1090","1","RUS"
"43684","62.25","59.75","1267","1","RUS"
"43685","62.75","59.75","1546","1","RUS"
"43686","63.25","59.75","1355","1","RUS"
"43687","63.75","59.75","833","1","RUS"
"43688","64.25","59.75","826","1","RUS"
"44309","14.75","59.25","1418","1","SWE"
"44310","15.25","59.25","1418","1","SWE"
"44311","15.75","59.25","1251","1","SWE"
"44312","16.25","59.25","960","1","SWE"
"44313","16.75","59.25","1003","1","SWE"
"44314","17.25","59.25","774","1","SWE"
"44315","17.75","59.25","1117","1","SWE"
"44328","24.25","59.25","1097","1","EST"
"44329","24.75","59.25","2391","1","EST"
"44330","25.25","59.25","1708","1","EST"
"44331","25.75","59.25","1656","1","EST"
"44332","26.25","59.25","2516","1","EST"
"44333","26.75","59.25","969","1","EST"
"44334","27.25","59.25","922","1","EST"
"44335","27.75","59.25","732","1","EST"
"44336","28.25","59.25","973","1","RUS"
"44337","28.75","59.25","870","1","RUS"
"44339","29.75","59.25","1352","1","RUS"
"44340","30.25","59.25","1352","1","RUS"
"44342","31.25","59.25","750","1","RUS"
"44345","32.75","59.25","964","1","RUS"
"44348","34.25","59.25","1350","1","RUS"
"44349","34.75","59.25","987","1","RUS"
"44350","35.25","59.25","1509","1","RUS"
"44351","35.75","59.25","1541","1","RUS"
"44352","36.25","59.25","2036","1","RUS"
"44353","36.75","59.25","2414","1","RUS"
"44354","37.25","59.25","1679","1","RUS"
"44355","37.75","59.25","1679","1","RUS"
"44356","38.25","59.25","2397","1","RUS"
"44357","38.75","59.25","2197","1","RUS"
"44358","39.25","59.25","1005","1","RUS"
"44359","39.75","59.25","2449","1","RUS"
"44360","40.25","59.25","1821","1","RUS"
"44361","40.75","59.25","1049","1","RUS"
"44373","46.75","59.25","1032","1","RUS"
"44378","49.25","59.25","719","1","RUS"
"44381","50.75","59.25","1137","1","RUS"
"44388","54.25","59.25","1292","1","RUS"
"44389","54.75","59.25","1866","1","RUS"
"44390","55.25","59.25","958","1","RUS"
"44404","62.25","59.25","1154","1","RUS"
"44408","64.25","59.25","778","1","RUS"
"44687","-156.25","58.75","1401","1","USA"
"45011","5.75","58.75","1016","1","NOR"
"45016","8.25","58.75","798","1","NOR"
"45024","12.25","58.75","874","1","SWE"
"45025","12.75","58.75","852","1","SWE"
"45026","13.25","58.75","1371","1","SWE"
"45027","13.75","58.75","1340","1","SWE"
"45029","14.75","58.75","1448","1","SWE"
"45030","15.25","58.75","1448","1","SWE"
"45031","15.75","58.75","1250","1","SWE"
"45032","16.25","58.75","881","1","SWE"
"45033","16.75","58.75","1196","1","SWE"
"45048","24.25","58.75","1717","1","EST"
"45049","24.75","58.75","1779","1","EST"
"45050","25.25","58.75","1367","1","EST"
"45051","25.75","58.75","2243","1","EST"
"45052","26.25","58.75","1897","1","EST"
"45053","26.75","58.75","2271","1","EST"
"45055","27.75","58.75","758","1","RUS"
"45058","29.25","58.75","1222","1","RUS"
"45059","29.75","58.75","1507","1","RUS"
"45060","30.25","58.75","1507","1","RUS"
"45061","30.75","58.75","782","1","RUS"
"45062","31.25","58.75","800","1","RUS"
"45063","31.75","58.75","741","1","RUS"
"45067","33.75","58.75","730","1","RUS"
"45068","34.25","58.75","909","1","RUS"
"45069","34.75","58.75","1752","1","RUS"
"45070","35.25","58.75","1850","1","RUS"
"45071","35.75","58.75","1660","1","RUS"
"45072","36.25","58.75","2073","1","RUS"
"45073","36.75","58.75","1700","1","RUS"
"45074","37.25","58.75","1230","1","RUS"
"45075","37.75","58.75","1230","1","RUS"
"45078","39.25","58.75","1272","1","RUS"
"45079","39.75","58.75","1539","1","RUS"
"45080","40.25","58.75","1371","1","RUS"
"45081","40.75","58.75","1277","1","RUS"
"45082","41.25","58.75","1158","1","RUS"
"45083","41.75","58.75","863","1","RUS"
"45084","42.25","58.75","920","1","RUS"
"45093","46.75","58.75","1154","1","RUS"
"45094","47.25","58.75","1651","1","RUS"
"45095","47.75","58.75","2200","1","RUS"
"45096","48.25","58.75","2728","1","RUS"
"45097","48.75","58.75","1840","1","RUS"
"45098","49.25","58.75","2049","1","RUS"
"45099","49.75","58.75","1720","1","RUS"
"45100","50.25","58.75","1540","1","RUS"
"45101","50.75","58.75","1121","1","RUS"
"45108","54.25","58.75","870","1","RUS"
"45109","54.75","58.75","1613","1","RUS"
"45110","55.25","58.75","1576","1","RUS"
"45111","55.75","58.75","1439","1","RUS"
"45487","-116.25","58.25","1507","1","CAN"
"45745","12.75","58.25","1741","1","SWE"
"45746","13.25","58.25","1577","1","SWE"
"45747","13.75","58.25","1301","1","SWE"
"45749","14.75","58.25","974","1","SWE"
"45750","15.25","58.25","974","1","SWE"
"45769","24.75","58.25","769","1","EST"
"45770","25.25","58.25","1492","1","EST"
"45771","25.75","58.25","1865","1","EST"
"45772","26.25","58.25","1836","1","EST"
"45773","26.75","58.25","2546","1","EST"
"45774","27.25","58.25","1766","1","EST"
"45775","27.75","58.25","764","1","RUS"
"45776","28.25","58.25","811","1","RUS"
"45779","29.75","58.25","1291","1","RUS"
"45780","30.25","58.25","1291","1","RUS"
"45781","30.75","58.25","1659","1","RUS"
"45782","31.25","58.25","1652","1","RUS"
"45785","32.75","58.25","946","1","RUS"
"45787","33.75","58.25","935","1","RUS"
"45790","35.25","58.25","1636","1","RUS"
"45791","35.75","58.25","1248","1","RUS"
"45792","36.25","58.25","2671","1","RUS"
"45793","36.75","58.25","2743","1","RUS"
"45794","37.25","58.25","1653","1","RUS"
"45795","37.75","58.25","1653","1","RUS"
"45796","38.25","58.25","1706","1","RUS"
"45797","38.75","58.25","1156","1","RUS"
"45798","39.25","58.25","1532","1","RUS"
"45799","39.75","58.25","2542","1","RUS"
"45800","40.25","58.25","2517","1","RUS"
"45801","40.75","58.25","1725","1","RUS"
"45802","41.25","58.25","1903","1","RUS"
"45803","41.75","58.25","2143","1","RUS"
"45804","42.25","58.25","1494","1","RUS"
"45805","42.75","58.25","1047","1","RUS"
"45811","45.75","58.25","1124","1","RUS"
"45814","47.25","58.25","874","1","RUS"
"45815","47.75","58.25","992","1","RUS"
"45816","48.25","58.25","1579","1","RUS"
"45817","48.75","58.25","1018","1","RUS"
"45818","49.25","58.25","2486","1","RUS"
"45819","49.75","58.25","2741","1","RUS"
"45820","50.25","58.25","3195","1","RUS"
"45821","50.75","58.25","3250","1","RUS"
"45822","51.25","58.25","3120","1","RUS"
"45823","51.75","58.25","2738","1","RUS"
"45824","52.25","58.25","2155","1","RUS"
"45825","52.75","58.25","2155","1","RUS"
"45826","53.25","58.25","1970","1","RUS"
"45827","53.75","58.25","1194","1","RUS"
"45828","54.25","58.25","1365","1","RUS"
"45829","54.75","58.25","2090","1","RUS"
"45830","55.25","58.25","2307","1","RUS"
"45831","55.75","58.25","1562","1","RUS"
"45832","56.25","58.25","1356","1","RUS"
"45839","59.75","58.25","731","1","RUS"
"45840","60.25","58.25","731","1","RUS"
"45844","62.25","58.25","794","1","RUS"
"46429","-5.25","57.75","864","1","GBR"
"46489","24.75","57.75","1579","1","LVA"
"46490","25.25","57.75","1780","1","LVA"
"46491","25.75","57.75","1686","1","LVA"
"46492","26.25","57.75","1159","1","EST"
"46493","26.75","57.75","1676","1","EST"
"46494","27.25","57.75","1786","1","EST"
"46495","27.75","57.75","2172","1","RUS"
"46496","28.25","57.75","2673","1","RUS"
"46497","28.75","57.75","1878","1","RUS"
"46498","29.25","57.75","1273","1","RUS"
"46499","29.75","57.75","2030","1","RUS"
"46500","30.25","57.75","2030","1","RUS"
"46501","30.75","57.75","831","1","RUS"
"46502","31.25","57.75","1029","1","RUS"
"46505","32.75","57.75","902","1","RUS"
"46509","34.75","57.75","851","1","RUS"
"46510","35.25","57.75","851","1","RUS"
"46511","35.75","57.75","955","1","RUS"
"46512","36.25","57.75","1378","1","RUS"
"46513","36.75","57.75","2252","1","RUS"
"46514","37.25","57.75","3144","1","RUS"
"46515","37.75","57.75","3144","1","RUS"
"46516","38.25","57.75","2668","1","RUS"
"46517","38.75","57.75","1727","1","RUS"
"46518","39.25","57.75","2368","1","RUS"
"46519","39.75","57.75","3114","1","RUS"
"46520","40.25","57.75","3088","1","RUS"
"46521","40.75","57.75","2950","1","RUS"
"46522","41.25","57.75","2934","1","RUS"
"46523","41.75","57.75","1896","1","RUS"
"46524","42.25","57.75","1718","1","RUS"
"46526","43.25","57.75","730","1","RUS"
"46531","45.75","57.75","1086","1","RUS"
"46532","46.25","57.75","1932","1","RUS"
"46533","46.75","57.75","1822","1","RUS"
"46534","47.25","57.75","1594","1","RUS"
"46535","47.75","57.75","2432","1","RUS"
"46536","48.25","57.75","3127","1","RUS"
"46537","48.75","57.75","2384","1","RUS"
"46538","49.25","57.75","2719","1","RUS"
"46539","49.75","57.75","2640","1","RUS"
"46540","50.25","57.75","2545","1","RUS"
"46541","50.75","57.75","1695","1","RUS"
"46542","51.25","57.75","1457","1","RUS"
"46543","51.75","57.75","1383","1","RUS"
"46544","52.25","57.75","1333","1","RUS"
"46545","52.75","57.75","1333","1","RUS"
"46546","53.25","57.75","1183","1","RUS"
"46547","53.75","57.75","1750","1","RUS"
"46548","54.25","57.75","1796","1","RUS"
"46549","54.75","57.75","2582","1","RUS"
"46550","55.25","57.75","1875","1","RUS"
"46551","55.75","57.75","718","1","RUS"
"46552","56.25","57.75","1334","1","RUS"
"46553","56.75","57.75","1868","1","RUS"
"46554","57.25","57.75","1648","1","RUS"
"46561","60.75","57.75","809","1","RUS"
"46562","61.25","57.75","1203","1","RUS"
"46563","61.75","57.75","1525","1","RUS"
"46564","62.25","57.75","842","1","RUS"
"46565","62.75","57.75","1424","1","RUS"
"46566","63.25","57.75","1726","1","RUS"
"46567","63.75","57.75","1561","1","RUS"
"46568","64.25","57.75","1181","1","RUS"
"46924","-117.75","57.25","840","1","CAN"
"46925","-117.25","57.25","1754","1","CAN"
"46960","-99.75","57.25","852","1","CAN"
"46961","-99.25","57.25","1001","1","CAN"
"46962","-98.75","57.25","931","1","CAN"
"47149","-5.25","57.25","1375","1","GBR"
"47150","-4.75","57.25","956","1","GBR"
"47151","-4.25","57.25","981","1","GBR"
"47152","-3.75","57.25","723","1","GBR"
"47154","-2.75","57.25","2074","1","GBR"
"47155","-2.25","57.25","1425","1","GBR"
"47179","9.75","57.25","2816","1","DNK"
"47180","10.25","57.25","2819","1","DNK"
"47184","12.25","57.25","1033","1","SWE"
"47203","21.75","57.25","1036","1","LVA"
"47204","22.25","57.25","2091","1","LVA"
"47205","22.75","57.25","2091","1","LVA"
"47209","24.75","57.25","1341","1","LVA"
"47210","25.25","57.25","1276","1","LVA"
"47211","25.75","57.25","1142","1","LVA"
"47212","26.25","57.25","1639","1","LVA"
"47213","26.75","57.25","1900","1","LVA"
"47214","27.25","57.25","1964","1","LVA"
"47215","27.75","57.25","2708","1","LVA"
"47216","28.25","57.25","2628","1","RUS"
"47217","28.75","57.25","2082","1","RUS"
"47218","29.25","57.25","1608","1","RUS"
"47219","29.75","57.25","2010","1","RUS"
"47220","30.25","57.25","2010","1","RUS"
"47221","30.75","57.25","1035","1","RUS"
"47228","34.25","57.25","761","1","RUS"
"47229","34.75","57.25","2329","1","RUS"
"47230","35.25","57.25","1665","1","RUS"
"47231","35.75","57.25","2041","1","RUS"
"47232","36.25","57.25","1998","1","RUS"
"47233","36.75","57.25","1752","1","RUS"
"47234","37.25","57.25","2264","1","RUS"
"47235","37.75","57.25","2264","1","RUS"
"47236","38.25","57.25","2634","1","RUS"
"47237","38.75","57.25","1643","1","RUS"
"47238","39.25","57.25","2896","1","RUS"
"47239","39.75","57.25","2722","1","RUS"
"47240","40.25","57.25","2432","1","RUS"
"47241","40.75","57.25","2521","1","RUS"
"47242","41.25","57.25","2715","1","RUS"
"47243","41.75","57.25","2785","1","RUS"
"47244","42.25","57.25","2353","1","RUS"
"47245","42.75","57.25","2119","1","RUS"
"47246","43.25","57.25","1890","1","RUS"
"47247","43.75","57.25","1466","1","RUS"
"47248","44.25","57.25","1172","1","RUS"
"47249","44.75","57.25","1604","1","RUS"
"47250","45.25","57.25","1604","1","RUS"
"47251","45.75","57.25","1065","1","RUS"
"47253","46.75","57.25","2001","1","RUS"
"47254","47.25","57.25","2456","1","RUS"
"47255","47.75","57.25","2356","1","RUS"
"47256","48.25","57.25","3136","1","RUS"
"47257","48.75","57.25","3171","1","RUS"
"47258","49.25","57.25","3256","1","RUS"
"47259","49.75","57.25","3298","1","RUS"
"47260","50.25","57.25","1437","1","RUS"
"47262","51.25","57.25","1114","1","RUS"
"47263","51.75","57.25","1836","1","RUS"
"47264","52.25","57.25","1328","1","RUS"
"47265","52.75","57.25","1328","1","RUS"
"47266","53.25","57.25","925","1","RUS"
"47267","53.75","57.25","2339","1","RUS"
"47268","54.25","57.25","2079","1","RUS"
"47269","54.75","57.25","1873","1","RUS"
"47270","55.25","57.25","2178","1","RUS"
"47271","55.75","57.25","2062","1","RUS"
"47272","56.25","57.25","1361","1","RUS"
"47273","56.75","57.25","2220","1","RUS"
"47274","57.25","57.25","1891","1","RUS"
"47275","57.75","57.25","1195","1","RUS"
"47284","62.25","57.25","1381","1","RUS"
"47285","62.75","57.25","1675","1","RUS"
"47286","63.25","57.25","1819","1","RUS"
"47287","63.75","57.25","1182","1","RUS"
"47289","64.75","57.25","827","1","RUS"
"47290","65.25","57.25","1119","1","RUS"
"47291","65.75","57.25","734","1","RUS"
"47296","68.25","57.25","761","1","RUS"
"47297","68.75","57.25","1202","1","RUS"
"47298","69.25","57.25","892","1","RUS"
"47299","69.75","57.25","862","1","RUS"
"47300","70.25","57.25","983","1","RUS"
"47301","70.75","57.25","1325","1","RUS"
"47302","71.25","57.25","1061","1","RUS"
"47303","71.75","57.25","1007","1","RUS"
"47304","72.25","57.25","730","1","RUS"
"47305","72.75","57.25","1175","1","RUS"
"47306","73.25","57.25","1712","1","RUS"
"47307","73.75","57.25","1771","1","RUS"
"47308","74.25","57.25","1041","1","RUS"
"47309","74.75","57.25","775","1","RUS"
"47310","75.25","57.25","775","1","RUS"
"47312","76.25","57.25","833","1","RUS"
"47332","86.25","57.25","759","1","RUS"
"47333","86.75","57.25","905","1","RUS"
"47349","94.75","57.25","1070","1","RUS"
"47636","-121.75","56.75","866","1","CAN"
"47637","-121.25","56.75","2451","1","CAN"
"47638","-120.75","56.75","1672","1","CAN"
"47639","-120.25","56.75","743","1","CAN"
"47640","-119.75","56.75","743","1","CAN"
"47641","-119.25","56.75","882","1","CAN"
"47642","-118.75","56.75","1725","1","CAN"
"47644","-117.75","56.75","1361","1","CAN"
"47645","-117.25","56.75","1263","1","CAN"
"47870","-4.75","56.75","752","1","GBR"
"47871","-4.25","56.75","849","1","GBR"
"47872","-3.75","56.75","1225","1","GBR"
"47873","-3.25","56.75","2754","1","GBR"
"47874","-2.75","56.75","1984","1","GBR"
"47896","8.25","56.75","989","1","DNK"
"47897","8.75","56.75","2947","1","DNK"
"47898","9.25","56.75","2947","1","DNK"
"47899","9.75","56.75","3382","1","DNK"
"47900","10.25","56.75","3250","1","DNK"
"47905","12.75","56.75","2103","1","SWE"
"47922","21.25","56.75","2543","1","LVA"
"47923","21.75","56.75","2294","1","LVA"
"47924","22.25","56.75","2629","1","LVA"
"47925","22.75","56.75","2629","1","LVA"
"47926","23.25","56.75","3057","1","LVA"
"47927","23.75","56.75","3397","1","LVA"
"47928","24.25","56.75","3084","1","LVA"
"47929","24.75","56.75","2230","1","LVA"
"47930","25.25","56.75","1457","1","LVA"
"47931","25.75","56.75","1984","1","LVA"
"47932","26.25","56.75","2220","1","LVA"
"47933","26.75","56.75","2729","1","LVA"
"47934","27.25","56.75","2881","1","LVA"
"47935","27.75","56.75","2205","1","LVA"
"47936","28.25","56.75","992","1","RUS"
"47937","28.75","56.75","732","1","RUS"
"47939","29.75","56.75","2205","1","RUS"
"47940","30.25","56.75","2205","1","RUS"
"47941","30.75","56.75","1581","1","RUS"
"47942","31.25","56.75","908","1","RUS"
"47943","31.75","56.75","882","1","RUS"
"47949","34.75","56.75","1979","1","RUS"
"47950","35.25","56.75","2848","1","RUS"
"47951","35.75","56.75","2282","1","RUS"
"47952","36.25","56.75","1796","1","RUS"
"47953","36.75","56.75","2114","1","RUS"
"47954","37.25","56.75","2245","1","RUS"
"47955","37.75","56.75","2245","1","RUS"
"47956","38.25","56.75","2510","1","RUS"
"47957","38.75","56.75","2191","1","RUS"
"47958","39.25","56.75","3081","1","RUS"
"47959","39.75","56.75","3011","1","RUS"
"47960","40.25","56.75","3302","1","RUS"
"47961","40.75","56.75","2090","1","RUS"
"47962","41.25","56.75","2255","1","RUS"
"47963","41.75","56.75","1507","1","RUS"
"47964","42.25","56.75","1240","1","RUS"
"47965","42.75","56.75","1343","1","RUS"
"47966","43.25","56.75","1817","1","RUS"
"47967","43.75","56.75","2101","1","RUS"
"47968","44.25","56.75","806","1","RUS"
"47971","45.75","56.75","731","1","RUS"
"47975","47.75","56.75","836","1","RUS"
"47976","48.25","56.75","1190","1","RUS"
"47977","48.75","56.75","1674","1","RUS"
"47978","49.25","56.75","2430","1","RUS"
"47979","49.75","56.75","2903","1","RUS"
"47980","50.25","56.75","3438","1","RUS"
"47981","50.75","56.75","2412","1","RUS"
"47982","51.25","56.75","1458","1","RUS"
"47983","51.75","56.75","2310","1","RUS"
"47984","52.25","56.75","2559","1","RUS"
"47985","52.75","56.75","2559","1","RUS"
"47986","53.25","56.75","2733","1","RUS"
"47987","53.75","56.75","3060","1","RUS"
"47988","54.25","56.75","1538","1","RUS"
"47989","54.75","56.75","2195","1","RUS"
"47990","55.25","56.75","2777","1","RUS"
"47991","55.75","56.75","2409","1","RUS"
"47992","56.25","56.75","2013","1","RUS"
"47993","56.75","56.75","1304","1","RUS"
"47995","57.75","56.75","1434","1","RUS"
"47996","58.25","56.75","1178","1","RUS"
"48002","61.25","56.75","1355","1","RUS"
"48003","61.75","56.75","2233","1","RUS"
"48004","62.25","56.75","1940","1","RUS"
"48005","62.75","56.75","1735","1","RUS"
"48006","63.25","56.75","2230","1","RUS"
"48007","63.75","56.75","2762","1","RUS"
"48008","64.25","56.75","2494","1","RUS"
"48009","64.75","56.75","2025","1","RUS"
"48010","65.25","56.75","1832","1","RUS"
"48011","65.75","56.75","1667","1","RUS"
"48012","66.25","56.75","1544","1","RUS"
"48013","66.75","56.75","1732","1","RUS"
"48014","67.25","56.75","2220","1","RUS"
"48015","67.75","56.75","2220","1","RUS"
"48016","68.25","56.75","2231","1","RUS"
"48017","68.75","56.75","2683","1","RUS"
"48018","69.25","56.75","1580","1","RUS"
"48019","69.75","56.75","2332","1","RUS"
"48020","70.25","56.75","2522","1","RUS"
"48021","70.75","56.75","2422","1","RUS"
"48022","71.25","56.75","1554","1","RUS"
"48024","72.25","56.75","1014","1","RUS"
"48025","72.75","56.75","1601","1","RUS"
"48026","73.25","56.75","2610","1","RUS"
"48027","73.75","56.75","2624","1","RUS"
"48028","74.25","56.75","2906","1","RUS"
"48029","74.75","56.75","1496","1","RUS"
"48030","75.25","56.75","1496","1","RUS"
"48031","75.75","56.75","1269","1","RUS"
"48032","76.25","56.75","1736","1","RUS"
"48033","76.75","56.75","1423","1","RUS"
"48034","77.25","56.75","1051","1","RUS"
"48036","78.25","56.75","1025","1","RUS"
"48037","78.75","56.75","931","1","RUS"
"48047","83.75","56.75","1652","1","RUS"
"48048","84.25","56.75","856","1","RUS"
"48052","86.25","56.75","1511","1","RUS"
"48053","86.75","56.75","2048","1","RUS"
"48054","87.25","56.75","1132","1","RUS"
"48058","89.25","56.75","1202","1","RUS"
"48059","89.75","56.75","854","1","RUS"
"48060","90.25","56.75","854","1","RUS"
"48061","90.75","56.75","994","1","RUS"
"48066","93.25","56.75","1519","1","RUS"
"48070","95.25","56.75","1883","1","RUS"
"48071","95.75","56.75","1585","1","RUS"
"48356","-121.75","56.25","794","1","CAN"
"48357","-121.25","56.25","1932","1","CAN"
"48358","-120.75","56.25","2934","1","CAN"
"48359","-120.25","56.25","3004","1","CAN"
"48360","-119.75","56.25","3004","1","CAN"
"48361","-119.25","56.25","2286","1","CAN"
"48362","-118.75","56.25","3095","1","CAN"
"48363","-118.25","56.25","3412","1","CAN"
"48364","-117.75","56.25","3345","1","CAN"
"48365","-117.25","56.25","3493","1","CAN"
"48366","-116.75","56.25","848","1","CAN"
"48590","-4.75","56.25","708","1","GBR"
"48591","-4.25","56.25","1184","1","GBR"
"48592","-3.75","56.25","1559","1","GBR"
"48593","-3.25","56.25","1738","1","GBR"
"48594","-2.75","56.25","1881","1","GBR"
"48617","8.75","56.25","3250","1","DNK"
"48618","9.25","56.25","3087","1","DNK"
"48619","9.75","56.25","3158","1","DNK"
"48620","10.25","56.25","2028","1","DNK"
"48626","13.25","56.25","2168","1","SWE"
"48627","13.75","56.25","1871","1","SWE"
"48628","14.25","56.25","878","1","SWE"
"48642","21.25","56.25","2686","1","LVA"
"48643","21.75","56.25","2652","1","LTU"
"48644","22.25","56.25","3016","1","LTU"
"48645","22.75","56.25","3016","1","LTU"
"48646","23.25","56.25","2985","1","LTU"
"48647","23.75","56.25","3401","1","LTU"
"48648","24.25","56.25","3464","1","LTU"
"48649","24.75","56.25","2873","1","LTU"
"48650","25.25","56.25","2995","1","LVA"
"48651","25.75","56.25","2879","1","LVA"
"48652","26.25","56.25","2469","1","LVA"
"48653","26.75","56.25","2551","1","LVA"
"48654","27.25","56.25","2386","1","LVA"
"48655","27.75","56.25","2435","1","LVA"
"48656","28.25","56.25","989","1","RUS"
"48659","29.75","56.25","1318","1","RUS"
"48660","30.25","56.25","1318","1","RUS"
"48661","30.75","56.25","1503","1","RUS"
"48662","31.25","56.25","1388","1","RUS"
"48663","31.75","56.25","1060","1","RUS"
"48668","34.25","56.25","887","1","RUS"
"48669","34.75","56.25","976","1","RUS"
"48670","35.25","56.25","2548","1","RUS"
"48671","35.75","56.25","3206","1","RUS"
"48672","36.25","56.25","2400","1","RUS"
"48673","36.75","56.25","2668","1","RUS"
"48674","37.25","56.25","2935","1","RUS"
"48675","37.75","56.25","2935","1","RUS"
"48676","38.25","56.25","2640","1","RUS"
"48677","38.75","56.25","2314","1","RUS"
"48678","39.25","56.25","1886","1","RUS"
"48679","39.75","56.25","1785","1","RUS"
"48680","40.25","56.25","1857","1","RUS"
"48681","40.75","56.25","1407","1","RUS"
"48682","41.25","56.25","832","1","RUS"
"48683","41.75","56.25","1840","1","RUS"
"48684","42.25","56.25","1960","1","RUS"
"48685","42.75","56.25","2228","1","RUS"
"48686","43.25","56.25","2565","1","RUS"
"48687","43.75","56.25","2550","1","RUS"
"48688","44.25","56.25","2695","1","RUS"
"48689","44.75","56.25","2615","1","RUS"
"48690","45.25","56.25","2615","1","RUS"
"48691","45.75","56.25","2828","1","RUS"
"48692","46.25","56.25","2539","1","RUS"
"48693","46.75","56.25","3423","1","RUS"
"48694","47.25","56.25","2911","1","RUS"
"48695","47.75","56.25","2911","1","RUS"
"48696","48.25","56.25","2303","1","RUS"
"48697","48.75","56.25","2035","1","RUS"
"48698","49.25","56.25","3051","1","RUS"
"48699","49.75","56.25","3494","1","RUS"
"48700","50.25","56.25","3308","1","RUS"
"48701","50.75","56.25","3225","1","RUS"
"48702","51.25","56.25","2817","1","RUS"
"48703","51.75","56.25","3191","1","RUS"
"48704","52.25","56.25","2652","1","RUS"
