"CELL30M","X","Y","RASTERVALU","GT90PCT","ISO3"
"61090","125.25","47.75","3595","1","CHN"
"61091","125.75","47.75","3599","1","CHN"
"61092","126.25","47.75","3583","1","CHN"
"61093","126.75","47.75","3392","1","CHN"
"61094","127.25","47.75","893","1","CHN"
"61095","127.75","47.75","893","1","CHN"
"61101","130.75","47.75","1447","1","CHN"
"61102","131.25","47.75","1390","1","RUS"
"61103","131.75","47.75","917","1","RUS"
"61104","132.25","47.75","916","1","RUS"
"61105","132.75","47.75","2095","1","CHN"
"61106","133.25","47.75","2549","1","CHN"
"61107","133.75","47.75","2838","1","CHN"
"61108","134.25","47.75","2776","1","CHN"
"61315","-122.25","47.25","728","1","USA"
"61318","-120.75","47.25","1409","1","USA"
"61319","-120.25","47.25","788","1","USA"
"61320","-119.75","47.25","788","1","USA"
"61321","-119.25","47.25","929","1","USA"
"61322","-118.75","47.25","1193","1","USA"
"61323","-118.25","47.25","894","1","USA"
"61324","-117.75","47.25","1345","1","USA"
"61325","-117.25","47.25","3467","1","USA"
"61326","-116.75","47.25","1526","1","USA"
"61330","-114.75","47.25","931","1","USA"
"61331","-114.25","47.25","1480","1","USA"
"61334","-112.75","47.25","1331","1","USA"
"61335","-112.25","47.25","1331","1","USA"
"61338","-110.75","47.25","756","1","USA"
"61347","-106.25","47.25","867","1","USA"
"61348","-105.75","47.25","1268","1","USA"
"61349","-105.25","47.25","2182","1","USA"
"61350","-104.75","47.25","2182","1","USA"
"61351","-104.25","47.25","908","1","USA"
"61352","-103.75","47.25","2951","1","USA"
"61353","-103.25","47.25","2748","1","USA"
"61354","-102.75","47.25","3171","1","USA"
"61355","-102.25","47.25","3438","1","USA"
"61356","-101.75","47.25","3428","1","USA"
"61357","-101.25","47.25","3502","1","USA"
"61358","-100.75","47.25","3592","1","USA"
"61359","-100.25","47.25","3551","1","USA"
"61360","-99.75","47.25","3600","1","USA"
"61361","-99.25","47.25","3600","1","USA"
"61362","-98.75","47.25","3600","1","USA"
"61363","-98.25","47.25","3600","1","USA"
"61364","-97.75","47.25","3600","1","USA"
"61365","-97.25","47.25","3600","1","USA"
"61366","-96.75","47.25","3599","1","USA"
"61367","-96.25","47.25","3536","1","USA"
"61368","-95.75","47.25","3388","1","USA"
"61369","-95.25","47.25","2707","1","USA"
"61370","-94.75","47.25","2270","1","USA"
"61372","-93.75","47.25","1066","1","USA"
"61373","-93.25","47.25","1048","1","USA"
"61374","-92.75","47.25","984","1","USA"
"61400","-79.75","47.25","739","1","CAN"
"61428","-65.75","47.25","731","1","CAN"
"61429","-65.25","47.25","971","1","CAN"
"61556","-1.75","47.25","3298","1","FRA"
"61557","-1.25","47.25","3583","1","FRA"
"61558","-0.75","47.25","3506","1","FRA"
"61559","-0.25","47.25","3276","1","FRA"
"61560","0.25","47.25","3276","1","FRA"
"61561","0.75","47.25","3434","1","FRA"
"61562","1.25","47.25","3458","1","FRA"
"61563","1.75","47.25","2783","1","FRA"
"61564","2.25","47.25","2152","1","FRA"
"61565","2.75","47.25","3499","1","FRA"
"61566","3.25","47.25","3058","1","FRA"
"61567","3.75","47.25","2786","1","FRA"
"61568","4.25","47.25","3100","1","FRA"
"61569","4.75","47.25","2742","1","FRA"
"61570","5.25","47.25","3174","1","FRA"
"61571","5.75","47.25","2458","1","FRA"
"61572","6.25","47.25","2126","1","FRA"
"61573","6.75","47.25","1902","1","FRA"
"61574","7.25","47.25","1983","1","CHE"
"61575","7.75","47.25","1983","1","CHE"
"61576","8.25","47.25","2486","1","CHE"
"61577","8.75","47.25","3319","1","CHE"
"61578","9.25","47.25","2944","1","CHE"
"61579","9.75","47.25","2314","1","AUT"
"61580","10.25","47.25","1369","1","AUT"
"61581","10.75","47.25","846","1","AUT"
"61582","11.25","47.25","867","1","AUT"
"61583","11.75","47.25","810","1","AUT"
"61584","12.25","47.25","1390","1","AUT"
"61585","12.75","47.25","973","1","AUT"
"61586","13.25","47.25","950","1","AUT"
"61588","14.25","47.25","863","1","AUT"
"61589","14.75","47.25","1049","1","AUT"
"61590","15.25","47.25","1049","1","AUT"
"61591","15.75","47.25","758","1","AUT"
"61592","16.25","47.25","1244","1","AUT"
"61593","16.75","47.25","3095","1","HUN"
"61594","17.25","47.25","3477","1","HUN"
"61595","17.75","47.25","3557","1","HUN"
"61596","18.25","47.25","3545","1","HUN"
"61597","18.75","47.25","3598","1","HUN"
"61598","19.25","47.25","3567","1","HUN"
"61599","19.75","47.25","3600","1","HUN"
"61600","20.25","47.25","3568","1","HUN"
"61601","20.75","47.25","3569","1","HUN"
"61602","21.25","47.25","3595","1","HUN"
"61603","21.75","47.25","3600","1","HUN"
"61604","22.25","47.25","3476","1","ROU"
"61605","22.75","47.25","3476","1","ROU"
"61606","23.25","47.25","3494","1","ROU"
"61607","23.75","47.25","3577","1","ROU"
"61608","24.25","47.25","3161","1","ROU"
"61609","24.75","47.25","2082","1","ROU"
"61612","26.25","47.25","2698","1","ROU"
"61613","26.75","47.25","3315","1","ROU"
"61614","27.25","47.25","3595","1","ROU"
"61615","27.75","47.25","3594","1","ROU"
"61616","28.25","47.25","3580","1","MDA"
"61617","28.75","47.25","3593","1","MDA"
"61618","29.25","47.25","3600","1","MDA"
"61619","29.75","47.25","3598","1","UKR"
"61620","30.25","47.25","3598","1","UKR"
"61621","30.75","47.25","3597","1","UKR"
"61622","31.25","47.25","3586","1","UKR"
"61623","31.75","47.25","3599","1","UKR"
"61624","32.25","47.25","3600","1","UKR"
"61625","32.75","47.25","3600","1","UKR"
"61626","33.25","47.25","3599","1","UKR"
"61627","33.75","47.25","3371","1","UKR"
"61628","34.25","47.25","3179","1","UKR"
"61629","34.75","47.25","3520","1","UKR"
"61630","35.25","47.25","3527","1","UKR"
"61631","35.75","47.25","3600","1","UKR"
"61632","36.25","47.25","3600","1","UKR"
"61633","36.75","47.25","3600","1","UKR"
"61634","37.25","47.25","3600","1","UKR"
"61635","37.75","47.25","3600","1","UKR"
"61636","38.25","47.25","3600","1","UKR"
"61637","38.75","47.25","3544","1","RUS"
"61639","39.75","47.25","3599","1","RUS"
"61640","40.25","47.25","3597","1","RUS"
"61641","40.75","47.25","3596","1","RUS"
"61642","41.25","47.25","3596","1","RUS"
"61643","41.75","47.25","3596","1","RUS"
"61644","42.25","47.25","2952","1","RUS"
"61645","42.75","47.25","2695","1","RUS"
"61646","43.25","47.25","3486","1","RUS"
"61647","43.75","47.25","3599","1","RUS"
"61648","44.25","47.25","3597","1","RUS"
"61649","44.75","47.25","3487","1","RUS"
"61650","45.25","47.25","3487","1","RUS"
"61651","45.75","47.25","3357","1","RUS"
"61652","46.25","47.25","2587","1","RUS"
"61653","46.75","47.25","2244","1","RUS"
"61654","47.25","47.25","2392","1","RUS"
"61656","48.25","47.25","2511","1","RUS"
"61657","48.75","47.25","1638","1","KAZ"
"61658","49.25","47.25","718","1","KAZ"
"61659","49.75","47.25","2062","1","KAZ"
"61660","50.25","47.25","1867","1","KAZ"
"61704","72.25","47.25","1028","1","KAZ"
"61720","80.25","47.25","1586","1","KAZ"
"61721","80.75","47.25","3403","1","KAZ"
"61722","81.25","47.25","2875","1","KAZ"
"61723","81.75","47.25","1900","1","KAZ"
"61724","82.25","47.25","1280","1","KAZ"
"61725","82.75","47.25","1280","1","KAZ"
"61726","83.25","47.25","1941","1","KAZ"
"61727","83.75","47.25","2821","1","KAZ"
"61728","84.25","47.25","1417","1","KAZ"
"61729","84.75","47.25","2825","1","KAZ"
"61730","85.25","47.25","2835","1","KAZ"
"61731","85.75","47.25","1670","1","CHN"
"61734","87.25","47.25","1285","1","CHN"
"61735","87.75","47.25","1875","1","CHN"
"61736","88.25","47.25","987","1","CHN"
"61737","88.75","47.25","2029","1","CHN"
"61738","89.25","47.25","2094","1","CHN"
"61739","89.75","47.25","2179","1","CHN"
"61740","90.25","47.25","2179","1","CHN"
"61741","90.75","47.25","1823","1","MNG"
"61742","91.25","47.25","946","1","MNG"
"61753","96.75","47.25","1135","1","MNG"
"61754","97.25","47.25","1240","1","MNG"
"61755","97.75","47.25","1240","1","MNG"
"61771","105.75","47.25","1024","1","MNG"
"61773","106.75","47.25","1402","1","MNG"
"61774","107.25","47.25","1595","1","MNG"
"61775","107.75","47.25","1098","1","MNG"
"61776","108.25","47.25","796","1","MNG"
"61777","108.75","47.25","744","1","MNG"
"61780","110.25","47.25","742","1","MNG"
"61798","119.25","47.25","1575","1","MNG"
"61799","119.75","47.25","2460","1","CHN"
"61800","120.25","47.25","2460","1","CHN"
"61802","121.25","47.25","965","1","CHN"
"61803","121.75","47.25","1876","1","CHN"
"61804","122.25","47.25","3436","1","CHN"
"61805","122.75","47.25","3571","1","CHN"
"61806","123.25","47.25","3570","1","CHN"
"61807","123.75","47.25","3455","1","CHN"
"61808","124.25","47.25","2860","1","CHN"
"61809","124.75","47.25","3576","1","CHN"
"61810","125.25","47.25","3489","1","CHN"
"61811","125.75","47.25","3594","1","CHN"
"61812","126.25","47.25","3594","1","CHN"
"61813","126.75","47.25","3600","1","CHN"
"61814","127.25","47.25","2489","1","CHN"
"61815","127.75","47.25","2489","1","CHN"
"61820","130.25","47.25","1366","1","CHN"
"61821","130.75","47.25","3431","1","CHN"
"61822","131.25","47.25","3526","1","CHN"
"61823","131.75","47.25","3469","1","CHN"
"61824","132.25","47.25","3561","1","CHN"
"61825","132.75","47.25","3525","1","CHN"
"61826","133.25","47.25","3451","1","CHN"
"61827","133.75","47.25","3034","1","CHN"
"61828","134.25","47.25","1582","1","RUS"
"62037","-121.25","46.75","784","1","USA"
"62038","-120.75","46.75","1914","1","USA"
"62039","-120.25","46.75","952","1","USA"
"62040","-119.75","46.75","952","1","USA"
"62041","-119.25","46.75","1671","1","USA"
"62042","-118.75","46.75","2226","1","USA"
"62044","-117.75","46.75","1009","1","USA"
"62045","-117.25","46.75","3265","1","USA"
"62046","-116.75","46.75","2344","1","USA"
"62051","-114.25","46.75","919","1","USA"
"62053","-113.25","46.75","775","1","USA"
"62060","-109.75","46.75","2437","1","USA"
"62061","-109.25","46.75","1706","1","USA"
"62062","-108.75","46.75","867","1","USA"
"62071","-104.25","46.75","816","1","USA"
"62072","-103.75","46.75","1870","1","USA"
"62073","-103.25","46.75","2051","1","USA"
"62074","-102.75","46.75","3521","1","USA"
"62075","-102.25","46.75","3600","1","USA"
"62076","-101.75","46.75","3599","1","USA"
"62077","-101.25","46.75","3600","1","USA"
"62078","-100.75","46.75","3579","1","USA"
"62079","-100.25","46.75","3506","1","USA"
"62080","-99.75","46.75","3587","1","USA"
"62081","-99.25","46.75","3600","1","USA"
"62082","-98.75","46.75","3600","1","USA"
"62083","-98.25","46.75","3589","1","USA"
"62084","-97.75","46.75","3600","1","USA"
"62085","-97.25","46.75","3600","1","USA"
"62086","-96.75","46.75","3592","1","USA"
"62087","-96.25","46.75","3562","1","USA"
"62088","-95.75","46.75","3559","1","USA"
"62089","-95.25","46.75","3020","1","USA"
"62090","-94.75","46.75","2333","1","USA"
"62091","-94.25","46.75","1685","1","USA"
"62092","-93.75","46.75","1237","1","USA"
"62093","-93.25","46.75","1241","1","USA"
"62094","-92.75","46.75","1078","1","USA"
"62137","-71.25","46.75","954","1","CAN"
"62138","-70.75","46.75","757","1","CAN"
"62143","-68.25","46.75","1220","1","USA"
"62148","-65.75","46.75","1241","1","CAN"
"62149","-65.25","46.75","1617","1","CAN"
"62276","-1.75","46.75","3448","1","FRA"
"62277","-1.25","46.75","3583","1","FRA"
"62278","-0.75","46.75","3590","1","FRA"
"62279","-0.25","46.75","3583","1","FRA"
"62280","0.25","46.75","3583","1","FRA"
"62281","0.75","46.75","3443","1","FRA"
"62282","1.25","46.75","3500","1","FRA"
"62283","1.75","46.75","3434","1","FRA"
"62284","2.25","46.75","3484","1","FRA"
"62285","2.75","46.75","3372","1","FRA"
"62286","3.25","46.75","3182","1","FRA"
"62287","3.75","46.75","3279","1","FRA"
"62288","4.25","46.75","3355","1","FRA"
"62289","4.75","46.75","3179","1","FRA"
"62290","5.25","46.75","2852","1","FRA"
"62291","5.75","46.75","1220","1","FRA"
"62292","6.25","46.75","2067","1","FRA"
"62293","6.75","46.75","2555","1","CHE"
"62294","7.25","46.75","2652","1","CHE"
"62295","7.75","46.75","2652","1","CHE"
"62296","8.25","46.75","1551","1","CHE"
"62297","8.75","46.75","991","1","CHE"
"62298","9.25","46.75","755","1","CHE"
"62299","9.75","46.75","996","1","CHE"
"62307","13.75","46.75","726","1","AUT"
"62308","14.25","46.75","1436","1","AUT"
"62309","14.75","46.75","1544","1","AUT"
"62310","15.25","46.75","1544","1","AUT"
"62311","15.75","46.75","3208","1","AUT"
"62312","16.25","46.75","3268","1","SVN"
"62313","16.75","46.75","3146","1","HUN"
"62314","17.25","46.75","3234","1","HUN"
"62315","17.75","46.75","3138","1","HUN"
"62316","18.25","46.75","3350","1","HUN"
"62317","18.75","46.75","3546","1","HUN"
"62318","19.25","46.75","3528","1","HUN"
"62319","19.75","46.75","3555","1","HUN"
"62320","20.25","46.75","3599","1","HUN"
"62321","20.75","46.75","3600","1","HUN"
"62322","21.25","46.75","3597","1","HUN"
"62323","21.75","46.75","3349","1","ROU"
"62324","22.25","46.75","2013","1","ROU"
"62325","22.75","46.75","2013","1","ROU"
"62326","23.25","46.75","2700","1","ROU"
"62327","23.75","46.75","3334","1","ROU"
"62328","24.25","46.75","3600","1","ROU"
"62329","24.75","46.75","3023","1","ROU"
"62330","25.25","46.75","873","1","ROU"
"62331","25.75","46.75","994","1","ROU"
"62332","26.25","46.75","1204","1","ROU"
"62333","26.75","46.75","3352","1","ROU"
"62334","27.25","46.75","3295","1","ROU"
"62335","27.75","46.75","3553","1","ROU"
"62336","28.25","46.75","3477","1","MDA"
"62337","28.75","46.75","3549","1","MDA"
"62338","29.25","46.75","3559","1","MDA"
"62339","29.75","46.75","3569","1","MDA"
"62340","30.25","46.75","3569","1","UKR"
"62341","30.75","46.75","3452","1","UKR"
"62342","31.25","46.75","3387","1","UKR"
"62343","31.75","46.75","3395","1","UKR"
"62344","32.25","46.75","3271","1","UKR"
"62345","32.75","46.75","3506","1","UKR"
"62346","33.25","46.75","3329","1","UKR"
"62347","33.75","46.75","3412","1","UKR"
"62348","34.25","46.75","3597","1","UKR"
"62349","34.75","46.75","3599","1","UKR"
"62350","35.25","46.75","3553","1","UKR"
"62351","35.75","46.75","3381","1","UKR"
"62352","36.25","46.75","2891","1","UKR"
"62357","38.75","46.75","2252","1","RUS"
"62358","39.25","46.75","3321","1","RUS"
"62359","39.75","46.75","3600","1","RUS"
"62360","40.25","46.75","3600","1","RUS"
"62361","40.75","46.75","3555","1","RUS"
"62362","41.25","46.75","3556","1","RUS"
"62363","41.75","46.75","3578","1","RUS"
"62364","42.25","46.75","3349","1","RUS"
"62365","42.75","46.75","2202","1","RUS"
"62366","43.25","46.75","3587","1","RUS"
"62367","43.75","46.75","3600","1","RUS"
"62368","44.25","46.75","3285","1","RUS"
"62369","44.75","46.75","2556","1","RUS"
"62370","45.25","46.75","2556","1","RUS"
"62371","45.75","46.75","2282","1","RUS"
"62372","46.25","46.75","1248","1","RUS"
"62374","47.25","46.75","1819","1","RUS"
"62375","47.75","46.75","2886","1","RUS"
"62376","48.25","46.75","2642","1","RUS"
"62377","48.75","46.75","1125","1","RUS"
"62378","49.25","46.75","875","1","KAZ"
"62379","49.75","46.75","2402","1","KAZ"
"62380","50.25","46.75","1437","1","KAZ"
"62383","51.75","46.75","1433","1","KAZ"
"62441","80.75","46.75","2840","1","KAZ"
"62442","81.25","46.75","3564","1","KAZ"
"62443","81.75","46.75","3382","1","KAZ"
"62444","82.25","46.75","2584","1","KAZ"
"62445","82.75","46.75","2584","1","KAZ"
"62446","83.25","46.75","2946","1","CHN"
"62447","83.75","46.75","3295","1","CHN"
"62448","84.25","46.75","3271","1","CHN"
"62449","84.75","46.75","2890","1","CHN"
"62450","85.25","46.75","1840","1","CHN"
"62451","85.75","46.75","924","1","CHN"
"62452","86.25","46.75","1272","1","CHN"
"62458","89.25","46.75","841","1","CHN"
"62459","89.75","46.75","2807","1","CHN"
"62460","90.25","46.75","2807","1","CHN"
"62461","90.75","46.75","2826","1","CHN"
"62462","91.25","46.75","1665","1","MNG"
"62463","91.75","46.75","763","1","MNG"
"62496","108.25","46.75","962","1","MNG"
"62500","110.25","46.75","1415","1","MNG"
"62517","118.75","46.75","782","1","MNG"
"62518","119.25","46.75","2086","1","MNG"
"62519","119.75","46.75","2873","1","MNG"
"62520","120.25","46.75","2873","1","CHN"
"62521","120.75","46.75","1897","1","CHN"
"62522","121.25","46.75","2337","1","CHN"
"62523","121.75","46.75","2805","1","CHN"
"62524","122.25","46.75","3090","1","CHN"
"62525","122.75","46.75","3232","1","CHN"
"62526","123.25","46.75","3569","1","CHN"
"62527","123.75","46.75","3232","1","CHN"
"62528","124.25","46.75","2856","1","CHN"
"62529","124.75","46.75","3244","1","CHN"
"62530","125.25","46.75","3395","1","CHN"
"62531","125.75","46.75","3577","1","CHN"
"62532","126.25","46.75","3584","1","CHN"
"62533","126.75","46.75","3571","1","CHN"
"62534","127.25","46.75","3413","1","CHN"
"62535","127.75","46.75","3413","1","CHN"
"62536","128.25","46.75","1762","1","CHN"
"62539","129.75","46.75","1182","1","CHN"
"62540","130.25","46.75","3305","1","CHN"
"62541","130.75","46.75","3083","1","CHN"
"62542","131.25","46.75","3303","1","CHN"
"62543","131.75","46.75","3549","1","CHN"
"62544","132.25","46.75","3551","1","CHN"
"62545","132.75","46.75","3533","1","CHN"
"62546","133.25","46.75","1077","1","CHN"
"62547","133.75","46.75","1279","1","CHN"
"62564","142.25","46.75","859","1","RUS"
"62565","142.75","46.75","859","1","RUS"
"62757","-121.25","46.25","850","1","USA"
"62758","-120.75","46.25","1449","1","USA"
"62759","-120.25","46.25","1821","1","USA"
"62760","-119.75","46.25","1821","1","USA"
"62761","-119.25","46.25","1292","1","USA"
"62762","-118.75","46.25","1970","1","USA"
"62763","-118.25","46.25","2398","1","USA"
"62764","-117.75","46.25","1659","1","USA"
"62765","-117.25","46.25","1747","1","USA"
"62766","-116.75","46.25","3212","1","USA"
"62767","-116.25","46.25","2707","1","USA"
"62771","-114.25","46.25","848","1","USA"
"62778","-110.75","46.25","739","1","USA"
"62780","-109.75","46.25","1136","1","USA"
"62781","-109.25","46.25","1481","1","USA"
"62782","-108.75","46.25","725","1","USA"
"62789","-105.25","46.25","1673","1","USA"
"62790","-104.75","46.25","1673","1","USA"
"62791","-104.25","46.25","3288","1","USA"
"62792","-103.75","46.25","1793","1","USA"
"62793","-103.25","46.25","2481","1","USA"
"62794","-102.75","46.25","3467","1","USA"
"62795","-102.25","46.25","3600","1","USA"
"62796","-101.75","46.25","3600","1","USA"
"62797","-101.25","46.25","3600","1","USA"
"62798","-100.75","46.25","3575","1","USA"
"62799","-100.25","46.25","3600","1","USA"
"62800","-99.75","46.25","3600","1","USA"
"62801","-99.25","46.25","3600","1","USA"
"62802","-98.75","46.25","3600","1","USA"
"62803","-98.25","46.25","3600","1","USA"
"62804","-97.75","46.25","3600","1","USA"
"62805","-97.25","46.25","3600","1","USA"
"62806","-96.75","46.25","3600","1","USA"
"62807","-96.25","46.25","3600","1","USA"
"62808","-95.75","46.25","3555","1","USA"
"62809","-95.25","46.25","3580","1","USA"
"62810","-94.75","46.25","3530","1","USA"
"62811","-94.25","46.25","2879","1","USA"
"62812","-93.75","46.25","2490","1","USA"
"62813","-93.25","46.25","2213","1","USA"
"62814","-92.75","46.25","1497","1","USA"
"62830","-84.75","46.25","851","1","USA"
"62831","-84.25","46.25","710","1","USA"
"62839","-80.25","46.25","774","1","CAN"
"62853","-73.25","46.25","794","1","CAN"
"62854","-72.75","46.25","997","1","CAN"
"62855","-72.25","46.25","1761","1","CAN"
"62856","-71.75","46.25","967","1","CAN"
"62857","-71.25","46.25","905","1","CAN"
"62863","-68.25","46.25","826","1","USA"
"62864","-67.75","46.25","1001","1","CAN"
"62865","-67.25","46.25","1001","1","CAN"
"62869","-65.25","46.25","844","1","CAN"
"62870","-64.75","46.25","905","1","CAN"
"62873","-63.25","46.25","1020","1","CAN"
"62874","-62.75","46.25","737","1","CAN"
"62998","-0.75","46.25","3566","1","FRA"
"62999","-0.25","46.25","3593","1","FRA"
"63000","0.25","46.25","3593","1","FRA"
"63001","0.75","46.25","3580","1","FRA"
"63002","1.25","46.25","3467","1","FRA"
"63003","1.75","46.25","2905","1","FRA"
"63004","2.25","46.25","3505","1","FRA"
"63005","2.75","46.25","3453","1","FRA"
"63006","3.25","46.25","3502","1","FRA"
"63007","3.75","46.25","3184","1","FRA"
"63008","4.25","46.25","3251","1","FRA"
"63009","4.75","46.25","3206","1","FRA"
"63010","5.25","46.25","2003","1","FRA"
"63011","5.75","46.25","759","1","FRA"
"63012","6.25","46.25","1347","1","CHE"
"63013","6.75","46.25","1309","1","FRA"
"63014","7.25","46.25","924","1","CHE"
"63015","7.75","46.25","924","1","CHE"
"63025","12.75","46.25","1200","1","ITA"
"63026","13.25","46.25","716","1","ITA"
"63027","13.75","46.25","766","1","SVN"
"63028","14.25","46.25","1808","1","SVN"
"63029","14.75","46.25","2057","1","SVN"
"63030","15.25","46.25","2057","1","SVN"
"63031","15.75","46.25","2869","1","SVN"
"63032","16.25","46.25","3376","1","HRV"
"63033","16.75","46.25","3421","1","HRV"
"63034","17.25","46.25","3514","1","HUN"
"63035","17.75","46.25","3469","1","HUN"
"63036","18.25","46.25","3174","1","HUN"
"63037","18.75","46.25","3568","1","HUN"
"63038","19.25","46.25","3472","1","HUN"
"63039","19.75","46.25","3499","1","HUN"
"63040","20.25","46.25","3575","1","HUN"
"63041","20.75","46.25","3544","1","ROU"
"63042","21.25","46.25","3337","1","ROU"
"63043","21.75","46.25","1634","1","ROU"
"63044","22.25","46.25","835","1","ROU"
"63045","22.75","46.25","835","1","ROU"
"63046","23.25","46.25","1545","1","ROU"
"63047","23.75","46.25","2462","1","ROU"
"63048","24.25","46.25","3552","1","ROU"
"63049","24.75","46.25","3588","1","ROU"
"63050","25.25","46.25","2985","1","ROU"
"63051","25.75","46.25","1972","1","ROU"
"63053","26.75","46.25","1831","1","ROU"
"63054","27.25","46.25","3499","1","ROU"
"63055","27.75","46.25","3550","1","ROU"
"63056","28.25","46.25","3594","1","MDA"
"63057","28.75","46.25","3594","1","MDA"
"63058","29.25","46.25","3572","1","UKR"
"63059","29.75","46.25","3422","1","UKR"
"63064","32.25","46.25","1642","1","UKR"
"63065","32.75","46.25","2521","1","UKR"
"63066","33.25","46.25","3143","1","UKR"
"63067","33.75","46.25","3047","1","UKR"
"63068","34.25","46.25","2994","1","UKR"
"63069","34.75","46.25","2781","1","UKR"
"63077","38.75","46.25","3477","1","RUS"
"63078","39.25","46.25","3599","1","RUS"
"63079","39.75","46.25","3600","1","RUS"
"63080","40.25","46.25","3600","1","RUS"
"63081","40.75","46.25","3600","1","RUS"
"63082","41.25","46.25","3600","1","RUS"
"63083","41.75","46.25","3555","1","RUS"
"63084","42.25","46.25","2910","1","RUS"
"63085","42.75","46.25","2049","1","RUS"
"63086","43.25","46.25","3534","1","RUS"
"63087","43.75","46.25","3571","1","RUS"
"63088","44.25","46.25","2780","1","RUS"
"63089","44.75","46.25","2583","1","RUS"
"63090","45.25","46.25","2583","1","RUS"
"63091","45.75","46.25","1339","1","RUS"
"63092","46.25","46.25","742","1","RUS"
"63094","47.25","46.25","1311","1","RUS"
"63095","47.75","46.25","3097","1","RUS"
"63096","48.25","46.25","3025","1","RUS"
"63097","48.75","46.25","2410","1","RUS"
"63160","80.25","46.25","1382","1","KAZ"
"63161","80.75","46.25","2299","1","KAZ"
"63162","81.25","46.25","1722","1","KAZ"
"63163","81.75","46.25","1702","1","KAZ"
"63164","82.25","46.25","2322","1","KAZ"
"63165","82.75","46.25","2322","1","CHN"
"63166","83.25","46.25","2361","1","CHN"
"63167","83.75","46.25","2328","1","CHN"
"63168","84.25","46.25","2203","1","CHN"
"63169","84.75","46.25","781","1","CHN"
"63181","90.75","46.25","1135","1","CHN"
"63182","91.25","46.25","1340","1","MNG"
"63183","91.75","46.25","1061","1","MNG"
"63238","119.25","46.25","1854","1","CHN"
"63239","119.75","46.25","1657","1","CHN"
"63240","120.25","46.25","1657","1","CHN"
"63241","120.75","46.25","2382","1","CHN"
"63242","121.25","46.25","2625","1","CHN"
"63243","121.75","46.25","3308","1","CHN"
"63244","122.25","46.25","3455","1","CHN"
"63245","122.75","46.25","2245","1","CHN"
"63246","123.25","46.25","3407","1","CHN"
"63247","123.75","46.25","2943","1","CHN"
"63248","124.25","46.25","3222","1","CHN"
"63249","124.75","46.25","3327","1","CHN"
"63250","125.25","46.25","3428","1","CHN"
"63251","125.75","46.25","3483","1","CHN"
"63252","126.25","46.25","3599","1","CHN"
"63253","126.75","46.25","3600","1","CHN"
"63254","127.25","46.25","3369","1","CHN"
"63255","127.75","46.25","3369","1","CHN"
"63256","128.25","46.25","1625","1","CHN"
"63259","129.75","46.25","3188","1","CHN"
"63260","130.25","46.25","3561","1","CHN"
"63261","130.75","46.25","2654","1","CHN"
"63262","131.25","46.25","921","1","CHN"
"63263","131.75","46.25","2336","1","CHN"
"63264","132.25","46.25","3216","1","CHN"
"63265","132.75","46.25","2148","1","CHN"
"63266","133.25","46.25","1111","1","CHN"
"63267","133.75","46.25","761","1","CHN"
"63474","-122.75","45.75","1124","1","USA"
"63477","-121.25","45.75","1660","1","USA"
"63478","-120.75","45.75","900","1","USA"
"63479","-120.25","45.75","877","1","USA"
"63480","-119.75","45.75","877","1","USA"
"63481","-119.25","45.75","2060","1","USA"
"63482","-118.75","45.75","2024","1","USA"
"63483","-118.25","45.75","2090","1","USA"
"63484","-117.75","45.75","1152","1","USA"
"63485","-117.25","45.75","1926","1","USA"
"63486","-116.75","45.75","2081","1","USA"
"63487","-116.25","45.75","1839","1","USA"
"63492","-113.75","45.75","1106","1","USA"
"63497","-111.25","45.75","1718","1","USA"
"63498","-110.75","45.75","871","1","USA"
"63499","-110.25","45.75","721","1","USA"
"63502","-108.75","45.75","866","1","USA"
"63503","-108.25","45.75","733","1","USA"
"63509","-105.25","45.75","2130","1","USA"
"63510","-104.75","45.75","2130","1","USA"
"63511","-104.25","45.75","3187","1","USA"
"63512","-103.75","45.75","2358","1","USA"
"63513","-103.25","45.75","1045","1","USA"
"63514","-102.75","45.75","2147","1","USA"
"63515","-102.25","45.75","3600","1","USA"
"63516","-101.75","45.75","3600","1","USA"
"63517","-101.25","45.75","3600","1","USA"
"63518","-100.75","45.75","3532","1","USA"
"63519","-100.25","45.75","3586","1","USA"
"63520","-99.75","45.75","3600","1","USA"
"63521","-99.25","45.75","3600","1","USA"
"63522","-98.75","45.75","3600","1","USA"
"63523","-98.25","45.75","3600","1","USA"
"63524","-97.75","45.75","3600","1","USA"
"63525","-97.25","45.75","3600","1","USA"
"63526","-96.75","45.75","3600","1","USA"
"63527","-96.25","45.75","3600","1","USA"
"63528","-95.75","45.75","3598","1","USA"
"63529","-95.25","45.75","3580","1","USA"
"63530","-94.75","45.75","3600","1","USA"
"63531","-94.25","45.75","3599","1","USA"
"63532","-93.75","45.75","3589","1","USA"
"63533","-93.25","45.75","3486","1","USA"
"63534","-92.75","45.75","2400","1","USA"
"63535","-92.25","45.75","1724","1","USA"
"63550","-84.75","45.75","876","1","USA"
"63565","-77.25","45.75","896","1","CAN"
"63566","-76.75","45.75","884","1","CAN"
"63569","-75.25","45.75","791","1","CAN"
"63570","-74.75","45.75","791","1","CAN"
"63572","-73.75","45.75","1874","1","CAN"
"63573","-73.25","45.75","3082","1","CAN"
"63574","-72.75","45.75","3274","1","CAN"
"63575","-72.25","45.75","2034","1","CAN"
"63576","-71.75","45.75","917","1","CAN"
